target_id,source_id,infomap_score,Target,Source,year,module
1,29,0.000635563,Clay Spinuzzi,Ellen Samuels,2017,11
1,30,0.000635563,Clay Spinuzzi,Matthew Seeger,2017,11
1,31,0.000635563,Clay Spinuzzi,David J. Miller,2017,11
1,32,0.000635563,Clay Spinuzzi,Jeffrey Doak,2017,11
1,33,0.000635563,Clay Spinuzzi,Shaun Slattery,2017,11
1,34,0.000635563,Clay Spinuzzi,Janine Solberg,2017,11
34,1,0.00114622,Maureen McBride,Ellen Carillo,2017,13
34,2,0.00114622,Maureen McBride,Susan Hekman,2017,13
34,3,0.00114622,Maureen McBride,Aries Arditi,2017,13
34,4,0.00114622,Maureen McBride,Naomi Baron,2017,13
34,5,0.00114622,Maureen McBride,David Bartholomae,2017,13
34,6,0.00114622,Maureen McBride,Stephen Bernhardt,2017,13
34,7,0.000573109,Maureen McBride,Don Bialotsky,2017,13
34,8,0.000573109,Maureen McBride,Susan Bordo,2017,13
34,9,0.000573109,Maureen McBride,Doug Brent,2017,13
34,10,0.000573109,Maureen McBride,Michael Bunn,2017,13
34,11,0.000573109,Maureen McBride,Fredric G. Gale,2017,13
34,12,0.000573109,Maureen McBride,Brenda Jo Brueggeman,2017,13
34,13,0.000573109,Maureen McBride,Sidney Dobrin,2017,13
34,14,0.000573109,Maureen McBride,Jay Dolmage,2017,13
34,15,0.000573109,Maureen McBride,Patricia Dunn,2017,13
34,16,0.000573109,Maureen McBride,Jennifer D. Turner,2017,13
34,17,0.000573109,Maureen McBride,Lester Faigley,2017,13
34,18,0.000573109,Maureen McBride,Kristie Fleckenstein,2017,13
34,19,0.000573109,Maureen McBride,Cynthia Lewiecki-Wilson,2017,13
34,20,0.000573109,Maureen McBride,Xin Gale,2017,13
34,21,0.000573109,Maureen McBride,Rosemarie Garland-Thomson,2017,13
34,22,0.000573109,Maureen McBride,Joseph Harris,2017,13
34,23,0.000573109,Maureen McBride,Mary Taylor Huber,2017,13
34,24,0.000573109,Maureen McBride,Joseph Janangelo,2017,13
34,25,0.000573109,Maureen McBride,Jay Jordan,2017,13
34,26,0.000573109,Maureen McBride,Abby Knoblauch,2017,13
34,27,0.000573109,Maureen McBride,Michael Brody,2017,13
34,28,0.000573109,Maureen McBride,Beverly J. Moss,2017,13
34,29,0.000573109,Maureen McBride,Carole Clark Papper,2017,13
34,30,0.000573109,Maureen McBride,Sondra Perl,2017,13
34,31,0.000573109,Maureen McBride,Mariolina Salvatori,2017,13
34,32,0.000573109,Maureen McBride,Patricia Donahue,2017,13
6,1,0.00114622,Maurice Charland,Carolyn Skinner,2017,15
6,2,0.000573109,Maurice Charland,Jacqueline Bacon,2017,15
6,3,0.000573109,Maurice Charland,Katharine Bateman,2017,15
6,4,0.000573109,Maurice Charland,Carla Bittel,2017,15
6,5,0.000573109,Maurice Charland,Joan Burstyn,2017,15
7,1,0.00114622,Edward Clarke,Carolyn Skinner,2017,15
7,2,0.000573109,Edward Clarke,Jacqueline Bacon,2017,15
7,3,0.000573109,Edward Clarke,Katharine Bateman,2017,15
7,4,0.000573109,Edward Clarke,Carla Bittel,2017,15
7,5,0.000573109,Edward Clarke,Joan Burstyn,2017,15
8,1,0.00114622,Patricia Collins,Carolyn Skinner,2017,15
8,2,0.000573109,Patricia Collins,Jacqueline Bacon,2017,15
8,3,0.000573109,Patricia Collins,Katharine Bateman,2017,15
8,4,0.000573109,Patricia Collins,Carla Bittel,2017,15
8,5,0.000573109,Patricia Collins,Joan Burstyn,2017,15
9,1,0.00114622,Anna Manning Comfort,Carolyn Skinner,2017,15
9,2,0.000573109,Anna Manning Comfort,Jacqueline Bacon,2017,15
9,3,0.000573109,Anna Manning Comfort,Katharine Bateman,2017,15
9,4,0.000573109,Anna Manning Comfort,Carla Bittel,2017,15
1,2,0.000605699,Walter Mignolo,Suresh Canagarajah,2017,16
1,3,0.000605699,Walter Mignolo,Damian Baca,2017,16
1,4,0.000605699,Walter Mignolo,Victor VillanuevaJr,2017,16
1,5,0.000605699,Walter Mignolo,Homi Bhabha,2017,16
1,6,0.000605699,Walter Mignolo,Howard Blume,2017,16
1,7,0.000605699,Walter Mignolo,Qwo-Li Driskill,2017,16
1,8,0.000605699,Walter Mignolo,Connie Dyste,2017,16
1,9,0.000605699,Walter Mignolo,Susana Ibarra Johnson,2017,16
1,10,0.000605699,Walter Mignolo,Kate Seltzer,2017,16
1,11,0.000605699,Walter Mignolo,Bruce Gilley,2017,16
1,12,0.000605699,Walter Mignolo,Gregorio Hernandez-Zamora,2017,16
1,13,0.000605699,Walter Mignolo,Christiane Donahue,2017,16
1,14,0.000605699,Walter Mignolo,Miguel León-Portilla,2017,16
1,15,0.000605699,Walter Mignolo,Gloria Howerton,2017,16
1,16,0.000605699,Walter Mignolo,Alesandro Najera,2017,16
1,17,0.000605699,Walter Mignolo,Jason Palmeri,2017,16
1,18,0.000605699,Walter Mignolo,Cynthia Selfe,2017,16
1,19,0.000605699,Walter Mignolo,Cruz Medina,2017,16
2,1,0.000851845,Kathleen Mollick,Karlyn Campbell,2017,17
2,3,0.000340738,Kathleen Mollick,Michele Lockhart,2017,17
2,4,0.000340738,Kathleen Mollick,Trevor Parry-Giles,2017,17
2,5,0.000170369,Kathleen Mollick,Celeste Condit,2017,17
2,6,0.000170369,Kathleen Mollick,Rebecca Richards,2017,17
2,7,0.000170369,Kathleen Mollick,Christopher Byrne,2017,17
2,8,0.000170369,Kathleen Mollick,Liam Stanley,2017,17
2,9,0.000170369,Kathleen Mollick,Toby Bates,2017,17
2,10,0.000170369,Kathleen Mollick,Diane Blair,2017,17
2,11,0.000170369,Kathleen Mollick,Matthew A. Morrow,2017,17
2,12,0.000170369,Kathleen Mollick,John Campbell,2017,17
2,13,0.000170369,Kathleen Mollick,Kathleen Hall Jamieson,2017,17
2,14,0.000170369,Kathleen Mollick,Kelly L. Winfrey,2017,17
2,15,0.000170369,Kathleen Mollick,Jonathan Charteris-Black,2017,17
2,16,0.000170369,Kathleen Mollick,James Cooper,2017,17
2,17,0.000170369,Kathleen Mollick,Donald Davidson,2017,17
2,18,0.000170369,Kathleen Mollick,Daphne Desser,2017,17
2,19,0.000170369,Kathleen Mollick,Mari Boor Tonn,2017,17
2,20,0.000170369,Kathleen Mollick,Stephen Dyson,2017,17
2,21,0.000170369,Kathleen Mollick,Jeremy Engels,2017,17
2,22,0.000170369,Kathleen Mollick,Stephen Evans,2017,17
2,23,0.000170369,Kathleen Mollick,James Martin,2017,17
2,24,0.000170369,Kathleen Mollick,nan Hansard,2017,17
2,25,0.000170369,Kathleen Mollick,"Kathleen Jamieson,",2017,17
2,26,0.000170369,Kathleen Mollick,Carla Kaplan,2017,17
2,27,0.000170369,Kathleen Mollick,Casey Kelly,2017,17
2,28,0.000170369,Kathleen Mollick,Richard Kelly,2017,17
2,29,0.000170369,Kathleen Mollick,David Marsh,2017,17
2,30,0.000170369,Kathleen Mollick,Nam-Kook Kim,2017,17
2,31,0.000170369,Kathleen Mollick,Anthony King,2017,17
2,32,0.000170369,Kathleen Mollick,J. Auer,2017,17
2,33,0.000170369,Kathleen Mollick,Linda Leung,2017,17
2,34,0.000170369,Kathleen Mollick,Thomas Edgington,2017,17
35,1,0.000768688,Megan McIntyre,Karlyn Campbell,2017,17
35,2,0.000153738,Megan McIntyre,Kathleen Mollick,2017,17
35,3,0.000307475,Megan McIntyre,Michele Lockhart,2017,17
35,4,0.000307475,Megan McIntyre,Trevor Parry-Giles,2017,17
35,5,0.000153738,Megan McIntyre,Celeste Condit,2017,17
35,6,0.000153738,Megan McIntyre,Rebecca Richards,2017,17
35,7,0.000153738,Megan McIntyre,Christopher Byrne,2017,17
35,8,0.000153738,Megan McIntyre,Liam Stanley,2017,17
35,9,0.000153738,Megan McIntyre,Toby Bates,2017,17
35,10,0.000153738,Megan McIntyre,Diane Blair,2017,17
35,11,0.000153738,Megan McIntyre,Matthew A. Morrow,2017,17
35,12,0.000153738,Megan McIntyre,John Campbell,2017,17
35,13,0.000153738,Megan McIntyre,Kathleen Hall Jamieson,2017,17
35,14,0.000153738,Megan McIntyre,Kelly L. Winfrey,2017,17
35,15,0.000153738,Megan McIntyre,Jonathan Charteris-Black,2017,17
35,16,0.000153738,Megan McIntyre,James Cooper,2017,17
35,17,0.000153738,Megan McIntyre,Donald Davidson,2017,17
35,18,0.000153738,Megan McIntyre,Daphne Desser,2017,17
35,19,0.000153738,Megan McIntyre,Mari Boor Tonn,2017,17
35,20,0.000153738,Megan McIntyre,Stephen Dyson,2017,17
35,21,0.000153738,Megan McIntyre,Jeremy Engels,2017,17
35,22,0.000153738,Megan McIntyre,Stephen Evans,2017,17
35,23,0.000153738,Megan McIntyre,James Martin,2017,17
35,24,0.000153738,Megan McIntyre,nan Hansard,2017,17
35,25,0.000153738,Megan McIntyre,"Kathleen Jamieson,",2017,17
35,26,0.000153738,Megan McIntyre,Carla Kaplan,2017,17
35,27,0.000153738,Megan McIntyre,Casey Kelly,2017,17
35,28,0.000153738,Megan McIntyre,Richard Kelly,2017,17
35,29,0.000153738,Megan McIntyre,David Marsh,2017,17
35,30,0.000153738,Megan McIntyre,Nam-Kook Kim,2017,17
35,31,0.000153738,Megan McIntyre,Anthony King,2017,17
35,32,0.000153738,Megan McIntyre,J. Auer,2017,17
35,33,0.000153738,Megan McIntyre,Linda Leung,2017,17
29,1,0.000461213,Dolores Delgado Bernal,Aja Martinez,2017,19
29,2,0.000153738,Dolores Delgado Bernal,Cruz Medina,2017,19
29,3,0.000153738,Dolores Delgado Bernal,Adam Banks,2017,19
29,4,0.000307475,Dolores Delgado Bernal,Lisa King,2017,19
29,5,0.000307475,Dolores Delgado Bernal,Emma Pérez,2017,19
29,6,0.000153738,Dolores Delgado Bernal,Linda Smith,2017,19
29,7,0.000153738,Dolores Delgado Bernal,Eduardo Bonilla-Silva,2017,19
29,8,0.000153738,Dolores Delgado Bernal,Godwin Agboka,2017,19
29,9,0.000153738,Dolores Delgado Bernal,Rafael Carranza,2017,19
29,10,0.000153738,Dolores Delgado Bernal,Paul Colford,2017,19
29,11,0.000153738,Dolores Delgado Bernal,Aja Y. Martinez,2017,19
29,12,0.000153738,Dolores Delgado Bernal,nan crunkadelic,2017,19
29,13,0.000153738,Dolores Delgado Bernal,Richard Delgado,2017,19
29,14,0.000153738,Dolores Delgado Bernal,Stokely Carmichael,2017,19
29,15,0.000153738,Dolores Delgado Bernal,Ezekiel Choffel,2017,19
29,16,0.000153738,Dolores Delgado Bernal,Frankie Condon,2017,19
29,17,0.000153738,Dolores Delgado Bernal,Dolores DelgadoBernal,2017,19
29,18,0.000153738,Dolores Delgado Bernal,W.E.B DuBois,2017,19
29,19,0.000153738,Dolores Delgado Bernal,Philomena Essed,2017,19
29,20,0.000153738,Dolores Delgado Bernal,Tara J. Yosso,2017,19
29,21,0.000153738,Dolores Delgado Bernal,Derrick Bell,2017,19
29,22,0.000153738,Dolores Delgado Bernal,Wendy Leo Moore,2017,19
29,23,0.000153738,Dolores Delgado Bernal,Nolan Cabrera,2017,19
29,24,0.000153738,Dolores Delgado Bernal,Jean Stefancic,2017,19
29,25,0.000153738,Dolores Delgado Bernal,Adrienne Dixon,2017,19
29,26,0.000153738,Dolores Delgado Bernal,Ian HaneyLópez,2017,19
29,27,0.000153738,Dolores Delgado Bernal,Nirmal Puwar,2017,19
29,28,0.000153738,Dolores Delgado Bernal,David Roediger,2017,19
30,1,0.000461213,Kimberlé Crenshaw,Aja Martinez,2017,19
30,2,0.000153738,Kimberlé Crenshaw,Cruz Medina,2017,19
30,3,0.000153738,Kimberlé Crenshaw,Adam Banks,2017,19
30,4,0.000307475,Kimberlé Crenshaw,Lisa King,2017,19
30,5,0.000307475,Kimberlé Crenshaw,Emma Pérez,2017,19
30,6,0.000153738,Kimberlé Crenshaw,Linda Smith,2017,19
30,7,0.000153738,Kimberlé Crenshaw,Eduardo Bonilla-Silva,2017,19
30,8,0.000153738,Kimberlé Crenshaw,Godwin Agboka,2017,19
30,9,0.000153738,Kimberlé Crenshaw,Rafael Carranza,2017,19
30,10,0.000153738,Kimberlé Crenshaw,Paul Colford,2017,19
30,11,0.000153738,Kimberlé Crenshaw,Aja Y. Martinez,2017,19
30,12,0.000153738,Kimberlé Crenshaw,nan crunkadelic,2017,19
30,13,0.000153738,Kimberlé Crenshaw,Richard Delgado,2017,19
30,14,0.000153738,Kimberlé Crenshaw,Stokely Carmichael,2017,19
30,15,0.000153738,Kimberlé Crenshaw,Ezekiel Choffel,2017,19
30,16,0.000153738,Kimberlé Crenshaw,Frankie Condon,2017,19
30,17,0.000153738,Kimberlé Crenshaw,Dolores DelgadoBernal,2017,19
30,18,0.000153738,Kimberlé Crenshaw,W.E.B DuBois,2017,19
30,19,0.000153738,Kimberlé Crenshaw,Philomena Essed,2017,19
30,20,0.000153738,Kimberlé Crenshaw,Tara J. Yosso,2017,19
30,21,0.000153738,Kimberlé Crenshaw,Derrick Bell,2017,19
30,22,0.000153738,Kimberlé Crenshaw,Wendy Leo Moore,2017,19
30,23,0.000153738,Kimberlé Crenshaw,Nolan Cabrera,2017,19
30,24,0.000153738,Kimberlé Crenshaw,Jean Stefancic,2017,19
30,25,0.000153738,Kimberlé Crenshaw,Adrienne Dixon,2017,19
30,26,0.000153738,Kimberlé Crenshaw,Ian HaneyLópez,2017,19
30,27,0.000153738,Kimberlé Crenshaw,Nirmal Puwar,2017,19
1,2,0.000180441,N. Lerner,M. Soven,2017,20
1,3,0.000180441,N. Lerner,Chris Anson,2017,20
1,4,0.000180441,N. Lerner,R.M. Gonyea,2017,20
1,5,0.000180441,N. Lerner,E. Miraglia,2017,20
1,6,0.000180441,N. Lerner,T.M. Zawacki,2017,20
1,7,0.000360882,N. Lerner,C. Paine,2017,20
1,8,0.000180441,N. Lerner,Wardle ,2017,20
1,9,0.000180441,N. Lerner,E. ,2017,20
1,10,0.000180441,N. Lerner,Paine C,2017,20
1,11,0.000180441,N. Lerner,D.P. Dannels,2017,20
1,12,0.000360882,N. Lerner,J. Little,2017,20
1,13,0.000360882,N. Lerner,L. Bethel,2017,20
1,14,0.000180441,N. Lerner,T. Chavkin,2017,20
1,15,0.000180441,N. Lerner,D. Fouquette,2017,20
1,16,0.000180441,N. Lerner,J. Garufis,2017,20
1,17,0.000180441,N. Lerner,M. Cox,2017,20
1,18,0.000180441,N. Lerner,A.E. Geller,2017,20
1,19,0.000180441,N. Lerner,A.J. Onwuegbuzie,2017,20
1,20,0.000180441,N. Lerner,Bradley Hughes,2017,20
1,21,0.000180441,N. Lerner,Elisabeth L. Miller,2017,20
2,5,0.00171933,Jeffrey Andelora,Jeff Sommers,2018,1
2,10,0.00171933,Jeffrey Andelora,Mark Blaauw-Hara,2018,1
4,1,0.0012269,Holly Hassel,Howard Tinberg,2018,1
4,3,0.00736139,Holly Hassel,Robert Connors,2018,1
4,7,0.0012269,Holly Hassel,Linda Adler-Kassner,2018,1
4,15,0.0012269,Holly Hassel,Brett Griffiths,2018,1
4,29,0.0012269,Holly Hassel,Hunter R. Boylan,2018,1
5,1,0.00118812,Jeff Sommers,Howard Tinberg,2018,1
6,2,0.0177664,Patrick Sullivan,Jeffrey Andelora,2018,1
6,4,0.00114622,Patrick Sullivan,Holly Hassel,2018,1
6,5,0.00114622,Patrick Sullivan,Jeff Sommers,2018,1
6,8,0.00343866,Patrick Sullivan,Mark Reynolds,2018,1
6,9,0.00114622,Patrick Sullivan,Burton Clark,2018,1
6,10,0.00114622,Patrick Sullivan,Mark Blaauw-Hara,2018,1
6,16,0.000573109,Patrick Sullivan,Joanne Baird Giordano,2018,1
6,19,0.000573109,Patrick Sullivan,Jeffrey Klausman,2018,1
6,30,0.000573109,Patrick Sullivan,Lee Shulman,2018,1
6,34,0.000573109,Patrick Sullivan,Paul Resnick,2018,1
6,35,0.000573109,Patrick Sullivan,Todd Taylor,2018,1
6,41,0.000573109,Patrick Sullivan,John Lombardi,2018,1
7,2,0.00119278,Linda Adler-Kassner,Jeffrey Andelora,2018,1
7,14,0.00119278,Linda Adler-Kassner,Ann Connor,2018,1
8,1,0.000573109,Mark Reynolds,Howard Tinberg,2018,1
8,7,0.000573109,Mark Reynolds,Linda Adler-Kassner,2018,1
8,10,0.000573109,Mark Reynolds,Mark Blaauw-Hara,2018,1
8,24,0.00114622,Mark Reynolds,Katherine Mangan,2018,1
8,35,0.000573109,Mark Reynolds,Todd Taylor,2018,1
10,1,0.000635563,Mark Blaauw-Hara,Howard Tinberg,2018,1
10,4,0.000635563,Mark Blaauw-Hara,Holly Hassel,2018,1
10,7,0.00127113,Mark Blaauw-Hara,Linda Adler-Kassner,2018,1
10,18,0.000635563,Mark Blaauw-Hara,Christie Toth,2018,1
11,2,0.000573109,Tony Scott,Jeffrey Andelora,2018,1
11,4,0.00229244,Tony Scott,Holly Hassel,2018,1
11,5,0.000573109,Tony Scott,Jeff Sommers,2018,1
11,8,0.00171933,Tony Scott,Mark Reynolds,2018,1
11,10,0.000573109,Tony Scott,Mark Blaauw-Hara,2018,1
11,14,0.00114622,Tony Scott,Ann Connor,2018,1
11,18,0.000573109,Tony Scott,Christie Toth,2018,1
11,31,0.00114622,Tony Scott,Ashley Smith,2018,1
11,32,0.000573109,Tony Scott,W. Sparrow,2018,1
11,41,0.000573109,Tony Scott,John Lombardi,2018,1
12,1,0.000573109,Grace Chen,Howard Tinberg,2018,1
12,5,0.000573109,Grace Chen,Jeff Sommers,2018,1
12,10,0.000573109,Grace Chen,Mark Blaauw-Hara,2018,1
12,17,0.000573109,Grace Chen,Cassandra Phillips,2018,1
12,18,0.000573109,Grace Chen,Christie Toth,2018,1
12,19,0.000573109,Grace Chen,Jeffrey Klausman,2018,1
12,35,0.000573109,Grace Chen,Todd Taylor,2018,1
12,41,0.000573109,Grace Chen,John Lombardi,2018,1
13,1,0.000573109,Mary Flannery,Howard Tinberg,2018,1
13,2,0.000573109,Mary Flannery,Jeffrey Andelora,2018,1
13,14,0.00114622,Mary Flannery,Ann Connor,2018,1
15,3,0.000605699,Brett Griffiths,Robert Connors,2018,1
15,4,0.000605699,Brett Griffiths,Holly Hassel,2018,1
15,5,0.000605699,Brett Griffiths,Jeff Sommers,2018,1
15,41,0.000605699,Brett Griffiths,John Lombardi,2018,1
16,4,0.000573109,Joanne Baird Giordano,Holly Hassel,2018,1
16,9,0.00114622,Joanne Baird Giordano,Burton Clark,2018,1
16,10,0.000573109,Joanne Baird Giordano,Mark Blaauw-Hara,2018,1
16,25,0.000573109,Joanne Baird Giordano,Peter Moe,2018,1
16,26,0.000573109,Joanne Baird Giordano,Siskanna Naynaha,2018,1
16,30,0.000573109,Joanne Baird Giordano,Lee Shulman,2018,1
16,32,0.000573109,Joanne Baird Giordano,W. Sparrow,2018,1
16,33,0.000573109,Joanne Baird Giordano,Marilyn Sternglass,2018,1
16,34,0.00114622,Joanne Baird Giordano,Paul Resnick,2018,1
16,35,0.00114622,Joanne Baird Giordano,Todd Taylor,2018,1
16,38,0.000573109,Joanne Baird Giordano,Jessie Moore,2018,1
16,39,0.000573109,Joanne Baird Giordano,John Almy,2018,1
16,40,0.000573109,Joanne Baird Giordano,Darin Jensen,2018,1
19,1,0.000573109,Jeffrey Klausman,Howard Tinberg,2018,1
19,4,0.000573109,Jeffrey Klausman,Holly Hassel,2018,1
19,5,0.000573109,Jeffrey Klausman,Jeff Sommers,2018,1
19,14,0.000573109,Jeffrey Klausman,Ann Connor,2018,1
19,17,0.000573109,Jeffrey Klausman,Cassandra Phillips,2018,1
20,10,0.00114622,Keith Kroll,Mark Blaauw-Hara,2018,1
23,9,0.00114622,Elaine Maimon,Burton Clark,2018,1
23,18,0.000573109,Elaine Maimon,Christie Toth,2018,1
23,33,0.000573109,Elaine Maimon,Marilyn Sternglass,2018,1
23,35,0.000573109,Elaine Maimon,Todd Taylor,2018,1
23,37,0.000573109,Elaine Maimon,Mac Gregor Frank,2018,1
28,8,0.000573109,Don Pierstorff,Mark Reynolds,2018,1
28,14,0.000573109,Don Pierstorff,Ann Connor,2018,1
28,36,0.000573109,Don Pierstorff,Kirsten Higgins,2018,1
1,2,0.00321048,Rebecca Moore Howard,Celest Martin,2018,2
1,3,0.00160524,Rebecca Moore Howard,Thomas A. Moriarty,2018,2
1,4,0.00321048,Rebecca Moore Howard,Julie Drew,2018,2
1,5,0.00321048,Rebecca Moore Howard,Heidi Estrem,2018,2
1,6,0.00160524,Rebecca Moore Howard,Susan McLeod,2018,2
1,7,0.00160524,Rebecca Moore Howard,Debra Jacobs,2018,2
1,8,0.00160524,Rebecca Moore Howard,Dominic Carpini,2018,2
1,9,0.000802621,Rebecca Moore Howard,Jennifer Clary-Lemon,2018,2
1,10,0.000802621,Rebecca Moore Howard,TJII Geiger,2018,2
1,11,0.000802621,Rebecca Moore Howard,Greg Giberson,2018,2
1,12,0.000802621,Rebecca Moore Howard,Joyce Kinkead,2018,2
1,13,0.000802621,Rebecca Moore Howard,Gerald Hauser,2018,2
1,14,0.000802621,Rebecca Moore Howard,Kelly Lowe,2018,2
1,15,0.000802621,Rebecca Moore Howard,Tim Mayers,2018,2
1,16,0.000802621,Rebecca Moore Howard,Randall McClure,2018,2
1,17,0.000802621,Rebecca Moore Howard,Donald C. Jones,2018,2
1,18,0.000802621,Rebecca Moore Howard,Angela Crow,2018,2
1,19,0.000802621,Rebecca Moore Howard,Larry W. Burton,2018,2
1,20,0.000802621,Rebecca Moore Howard,Steve T. Benninghof,2018,2
1,21,0.000802621,Rebecca Moore Howard,Paula Rosinski,2018,2
1,22,0.000802621,Rebecca Moore Howard,Michael Strickland,2018,2
1,23,0.000802621,Rebecca Moore Howard,Sandra Jamieson,2018,2
1,24,0.000802621,Rebecca Moore Howard,Robert A. Schwegler,2018,2
1,25,0.000802621,Rebecca Moore Howard,Beth Taylor,2018,2
1,26,0.000802621,Rebecca Moore Howard,Hill Taylor,2018,2
1,27,0.000802621,Rebecca Moore Howard,Jennifer Courtney,2018,2
1,28,0.000802621,Rebecca Moore Howard,William I. Wolf,2018,2
1,29,0.000802621,Rebecca Moore Howard,Danielle M. Williams,2018,2
1,30,0.000802621,Rebecca Moore Howard,Lisa Shaver,2018,2
1,31,0.000802621,Rebecca Moore Howard,Michael-John DePalma,2018,2
4,1,0.00492286,Julie Drew,Rebecca Moore Howard,2018,2
4,2,0.00281306,Julie Drew,Celest Martin,2018,2
4,3,0.00140653,Julie Drew,Thomas A. Moriarty,2018,2
4,5,0.00281306,Julie Drew,Heidi Estrem,2018,2
4,6,0.00140653,Julie Drew,Susan McLeod,2018,2
4,7,0.00140653,Julie Drew,Debra Jacobs,2018,2
4,8,0.00140653,Julie Drew,Dominic Carpini,2018,2
4,9,0.000703265,Julie Drew,Jennifer Clary-Lemon,2018,2
4,10,0.000703265,Julie Drew,TJII Geiger,2018,2
4,11,0.000703265,Julie Drew,Greg Giberson,2018,2
4,12,0.000703265,Julie Drew,Joyce Kinkead,2018,2
4,13,0.000703265,Julie Drew,Gerald Hauser,2018,2
4,14,0.000703265,Julie Drew,Kelly Lowe,2018,2
4,15,0.000703265,Julie Drew,Tim Mayers,2018,2
4,16,0.000703265,Julie Drew,Randall McClure,2018,2
4,17,0.000703265,Julie Drew,Donald C. Jones,2018,2
4,18,0.000703265,Julie Drew,Angela Crow,2018,2
4,19,0.000703265,Julie Drew,Larry W. Burton,2018,2
4,20,0.000703265,Julie Drew,Steve T. Benninghof,2018,2
4,21,0.000703265,Julie Drew,Paula Rosinski,2018,2
4,22,0.000703265,Julie Drew,Michael Strickland,2018,2
4,23,0.000703265,Julie Drew,Sandra Jamieson,2018,2
4,24,0.000703265,Julie Drew,Robert A. Schwegler,2018,2
4,25,0.000703265,Julie Drew,Beth Taylor,2018,2
4,26,0.000703265,Julie Drew,Hill Taylor,2018,2
4,27,0.000703265,Julie Drew,Jennifer Courtney,2018,2
4,28,0.000703265,Julie Drew,William I. Wolf,2018,2
4,29,0.000703265,Julie Drew,Danielle M. Williams,2018,2
4,30,0.000703265,Julie Drew,Lisa Shaver,2018,2
4,31,0.000703265,Julie Drew,Michael-John DePalma,2018,2
5,1,0.00492286,Heidi Estrem,Rebecca Moore Howard,2018,2
5,2,0.00281306,Heidi Estrem,Celest Martin,2018,2
5,3,0.00140653,Heidi Estrem,Thomas A. Moriarty,2018,2
5,4,0.00281306,Heidi Estrem,Julie Drew,2018,2
5,6,0.00140653,Heidi Estrem,Susan McLeod,2018,2
5,7,0.00140653,Heidi Estrem,Debra Jacobs,2018,2
5,8,0.00140653,Heidi Estrem,Dominic Carpini,2018,2
5,9,0.000703265,Heidi Estrem,Jennifer Clary-Lemon,2018,2
5,10,0.000703265,Heidi Estrem,TJII Geiger,2018,2
5,11,0.000703265,Heidi Estrem,Greg Giberson,2018,2
5,12,0.000703265,Heidi Estrem,Joyce Kinkead,2018,2
5,13,0.000703265,Heidi Estrem,Gerald Hauser,2018,2
5,14,0.000703265,Heidi Estrem,Kelly Lowe,2018,2
5,15,0.000703265,Heidi Estrem,Tim Mayers,2018,2
5,16,0.000703265,Heidi Estrem,Randall McClure,2018,2
5,17,0.000703265,Heidi Estrem,Donald C. Jones,2018,2
5,18,0.000703265,Heidi Estrem,Angela Crow,2018,2
5,19,0.000703265,Heidi Estrem,Larry W. Burton,2018,2
5,20,0.000703265,Heidi Estrem,Steve T. Benninghof,2018,2
5,21,0.000703265,Heidi Estrem,Paula Rosinski,2018,2
5,22,0.000703265,Heidi Estrem,Michael Strickland,2018,2
5,23,0.000703265,Heidi Estrem,Sandra Jamieson,2018,2
5,24,0.000703265,Heidi Estrem,Robert A. Schwegler,2018,2
5,25,0.000703265,Heidi Estrem,Beth Taylor,2018,2
5,26,0.000703265,Heidi Estrem,Hill Taylor,2018,2
5,27,0.000703265,Heidi Estrem,Jennifer Courtney,2018,2
5,28,0.000703265,Heidi Estrem,William I. Wolf,2018,2
5,29,0.000703265,Heidi Estrem,Danielle M. Williams,2018,2
5,30,0.000703265,Heidi Estrem,Lisa Shaver,2018,2
5,31,0.000703265,Heidi Estrem,Michael-John DePalma,2018,2
8,1,0.00446502,Dominic Carpini,Rebecca Moore Howard,2018,2
8,2,0.00255144,Dominic Carpini,Celest Martin,2018,2
8,3,0.00127572,Dominic Carpini,Thomas A. Moriarty,2018,2
8,4,0.00255144,Dominic Carpini,Julie Drew,2018,2
8,5,0.00255144,Dominic Carpini,Heidi Estrem,2018,2
8,6,0.00127572,Dominic Carpini,Susan McLeod,2018,2
8,7,0.00127572,Dominic Carpini,Debra Jacobs,2018,2
8,9,0.00063786,Dominic Carpini,Jennifer Clary-Lemon,2018,2
8,10,0.00063786,Dominic Carpini,TJII Geiger,2018,2
8,11,0.00063786,Dominic Carpini,Greg Giberson,2018,2
8,12,0.00063786,Dominic Carpini,Joyce Kinkead,2018,2
8,13,0.00063786,Dominic Carpini,Gerald Hauser,2018,2
8,14,0.00063786,Dominic Carpini,Kelly Lowe,2018,2
8,15,0.00063786,Dominic Carpini,Tim Mayers,2018,2
8,16,0.00063786,Dominic Carpini,Randall McClure,2018,2
8,17,0.00063786,Dominic Carpini,Donald C. Jones,2018,2
8,18,0.00063786,Dominic Carpini,Angela Crow,2018,2
8,19,0.00063786,Dominic Carpini,Larry W. Burton,2018,2
8,20,0.00063786,Dominic Carpini,Steve T. Benninghof,2018,2
8,21,0.00063786,Dominic Carpini,Paula Rosinski,2018,2
8,22,0.00063786,Dominic Carpini,Michael Strickland,2018,2
8,23,0.00063786,Dominic Carpini,Sandra Jamieson,2018,2
8,24,0.00063786,Dominic Carpini,Robert A. Schwegler,2018,2
8,25,0.00063786,Dominic Carpini,Beth Taylor,2018,2
8,26,0.00063786,Dominic Carpini,Hill Taylor,2018,2
